state,district,market,commodity,min_price,max_price,modal_price
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Mint(Pudina),4000,5000,4500
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Bottle gourd,1500,2000,1750
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Pumpkin,1000,1500,1250
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Green Chilli,3000,3500,3250
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3500,4000,3750
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ) APMC,Onion Green,3500,4000,3750
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Banana,4500,5000,4750
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Ashgourd,1000,1500,1250
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Coconut,3500,4000,3750
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,3500,3250
Tamil Nadu,Pudukkottai,Alangudi(Uzhavar Sandhai ) APMC,Drumstick,3500,4000,3750
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Banana,5000,6000,5500
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Cluster beans,4200,5000,4600
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Bitter gourd,1700,2000,1850
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Ashgourd,1300,1500,1400
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4500,4250
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Amaranthus,1700,2000,1850
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Green Avare(W),5000,5500,5250
Tamil Nadu,Pudukkottai,Viralimalai(Uzhavar Sandhai ) APMC,Guava,6700,8000,7350
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Banana,4800,5000,4900
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Bottle gourd,1500,1800,1650
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Green Chilli,4500,5000,4750
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),5000,5500,5250
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Knool Khol,3500,4000,3750
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Tender Coconut,4800,5000,4900
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Marigold(Calcutta),5500,6000,5750
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,5500,6000,5750
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Potato,3500,4000,3750
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Brinjal,5000,6000,5500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Soyabean,8000,9000,8500
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4500,4250
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Coconut,5500,6000,5750
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Cabbage,2000,2500,2250
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Bitter gourd,5000,5500,5250
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Kakada,45000,50000,47500
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ) APMC,Coriander(Leaves),5500,6000,5750
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ) APMC,Tomato,2000,2500,2250
Tamil Nadu,Ramanathapuram,Kamuthi(Uzhavar Sandhai ) APMC,Amaranthus,3500,4000,3750
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Mango,14000,15000,14500
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Grapes,7000,8000,7500
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Ashgourd,1200,1400,1300
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Amaranthus,1800,2000,1900
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Green Chilli,3800,4000,3900
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Banana - Green,2000,2400,2200
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Tapioca,2500,3000,2750
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Capsicum,6500,7000,6750
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,6000,5500
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Onion Green,2500,3000,2750
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Sweet Corn ,3000,3500,3250
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Potato,3000,3500,3250
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Bitter gourd,4000,4000,4000
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,4800,4650
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Ginger(Green),7000,8000,7500
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Coconut,5000,5500,5250
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Brinjal,2000,2600,2300
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Cluster beans,4000,4500,4250
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Bottle gourd,1800,2000,1900
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),5000,7000,6000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Cauliflower,2600,3000,2800
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Apple,20000,21000,20500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000,4500,4250
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Beans,6500,7000,6750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Tapioca,2500,3000,2750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Coconut,4500,5000,4750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Carrot,5500,6000,5750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Beetroot,4500,5000,4750
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3600,4000,3800
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Guava,5000,6000,5500
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Onion Green,2800,3200,3000
Tamil Nadu,Salem,Mettur(Uzhavar Sandhai ) APMC,Sweet Corn ,3000,3500,3250
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Banana,6500,7500,7000
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Bottle gourd,1500,1800,1650
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Sweet Potato,3500,4000,3750
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Carrot,5500,6000,5750
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Cauliflower,2500,3000,2750
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Guava,7000,7000,7000
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Onion,2800,3000,2900
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Groundnut,6500,7000,6750
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3800,4000,3900
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Papaya,2800,3000,2900
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Capsicum,6500,7000,6750
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),6600,7000,6800
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Knool Khol,4000,4400,4200
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Colacasia,4800,5000,4900
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),6000,6500,6250
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Potato,2500,3000,2750
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Onion,2600,3000,2800
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Beans,8000,8500,8250
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Ginger(Green),7500,8000,7750
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Green Peas,9000,10000,9500
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3500,4000,3750
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Raddish,2200,2400,2300
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4000,5000,4500
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Knool Khol,4400,4600,4500
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3000,3500,3250
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Papaya,2500,3000,2750
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Bitter gourd,3500,4000,3750
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Ashgourd,1600,1800,1700
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Coconut,3600,4000,3800
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Beetroot,2600,3000,2800
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Potato,2600,3000,2800
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Guava,5500,6000,5750
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Lemon,5500,6000,5750
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Cauliflower,2000,3000,2500
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Cluster beans,3500,4000,3750
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Bottle gourd,1000,1500,1250
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Coconut,4000,5000,4500
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Cabbage,2000,2000,2000
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3500,4500,4000
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Potato,3200,3200,3200
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Cauliflower,2200,2600,2400
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Chikoos(Sapota),4200,5200,4700
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Tomato,2000,2200,2100
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Pumpkin,1800,2000,1900
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Green Chilli,3200,3800,3500
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Ginger(Green),8200,9200,8700
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Coconut,5600,6000,5800
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Drumstick,4000,5000,4500
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Colacasia,4600,5200,4900
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Cauliflower,2000,2800,2400
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Brinjal,3000,4000,3500
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Banana,3500,4000,3750
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Papaya,4000,4500,4250
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Cluster beans,4000,4400,4200
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Beans,5200,6400,5800
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Bitter gourd,3000,4000,3500
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Lemon,14000,16000,15000
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Potato,3000,3400,3200
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Bottle gourd,2500,3200,2850
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,5000,4750
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Coconut,5800,6200,6000
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Carrot,3000,4000,3500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Cluster beans,4000,4400,4200
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Bitter gourd,3000,4000,3500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Beetroot,3000,4000,3500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Capsicum,6000,7000,6500
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4000,5000,4500
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Potato,3200,3500,3350
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Cauliflower,2500,3000,2750
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Banana,4000,4000,4000
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Coriander(Leaves),4500,5000,4750
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Papaya,4000,4500,4250
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4500,5000,4750
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Sweet Potato,3500,4000,3750
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,3500,3250
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Chow Chow,2800,3000,2900
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Drumstick,4400,5500,4950
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Knool Khol,3500,4000,3750
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,4000,4500,4250
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Onion Green,4000,4500,4250
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Cluster beans,3000,3500,3250
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Bottle gourd,2000,2500,2250
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Banana - Green,2500,3000,2750
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Coconut,5000,6000,5500
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ) APMC,Snakeguard,3000,3200,3100
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Coriander(Leaves),3500,3500,3500
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Bitter gourd,4000,4000,4000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Beans,7000,7000,7000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),7000,7000,7000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Cabbage,2400,2400,2400
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Thondekai,4000,4000,4000
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Indian Beans(Seam),6600,6600,6600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Tomato,2200,2200,2200
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Snakeguard,3500,3500,3500
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Drumstick,4600,4600,4600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Lime,4000,4000,4000
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Yam(Ratalu),8000,8000,8000
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Lemon,10600,10600,10600
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ) APMC,Mint(Pudina),3200,3200,3200
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Brinjal,2000,2000,2000
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5000,5000,5000
Tamil Nadu,Thanjavur,Tirukattupalli(Uzhavar Sandhai ) APMC,Tapioca,1800,1800,1800
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Potato,2400,2400,2400
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Orange,12000,16000,14000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Mango,18000,18000,18000
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Papaya,3000,3500,3250
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Pumpkin,1500,1500,1500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Ginger(Green),6400,6400,6400
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Coconut,4700,4700,4700
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Beetroot,1800,2000,1900
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Water Melon,2500,2500,2500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Knool Khol,2400,2400,2400
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),6000,6000,6000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Banana,2500,6500,4500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Cluster beans,3000,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Bitter gourd,2600,2700,2650
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Amaranthus,2000,2500,2250
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Beans,5200,8000,6600
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Sweet Potato,3000,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Raddish,1600,1600,1600
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Capsicum,5500,5500,5500
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Green Avare(W),5000,7000,6000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Drumstick,3000,3500,3250
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Knool Khol,2000,2000,2000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2800,3000,2900
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Colacasia,3000,3000,3000
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),5000,5500,5250
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Mint(Pudina),2500,2500,2500
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Pumpkin,1500,1600,1550
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),3600,3800,3700
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Amaranthus,2500,2500,2500
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Coconut,4800,4800,4800
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Cabbage,1500,1500,1500
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Drumstick,3000,3400,3200
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Lemon,8000,8000,8000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Mint(Pudina),2500,2500,2500
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ) APMC,Pumpkin,1500,1500,1500
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Onion,2500,2500,2500
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Bitter gourd,2700,2700,2700
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Bottle gourd,900,900,900
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Coconut,4800,4800,4800
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Drumstick,3800,4000,3900
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Orange,9000,10000,9500
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Banana,9000,10000,9500
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Onion,2000,2500,2250
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Tomato,2600,2800,2700
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Snakeguard,1400,1800,1600
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Colacasia,2500,5000,3750
Tamil Nadu,Thirunelveli,Palayamkottai(Uzhavar Sandhai ) APMC,Onion Green,3600,4000,3800
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ) APMC,Coriander(Leaves),3800,4000,3900
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ) APMC,Ashgourd,800,1000,900
Tamil Nadu,Thirunelveli,Kandiyaperi(Uzhavar Sandhai ) APMC,Coconut,5200,5500,5350
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Banana,9000,10000,9500
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Tomato,2600,2800,2700
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Sweet Potato,2000,2500,2250
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Bitter gourd,3000,3500,3250
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3000,3500,3250
Tamil Nadu,Thirunelveli,Melapalayam(Uzhavar Sandhai ) APMC,Onion Green,3500,4000,3750
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ) APMC,Pumpkin,1200,1400,1300
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ) APMC,Amaranthus,1000,1500,1250
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Coriander(Leaves),3500,4000,3750
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Green Peas,6000,6500,6250
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Cluster beans,2000,2400,2200
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ) APMC,Pumpkin,1000,1400,1200
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Potato,3000,3000,3000
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Brinjal,3000,3000,3000
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Tomato,1500,1500,1500
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Green Avare(W),5000,5000,5000
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Chow Chow,4000,4000,4000
Tamil Nadu,Thiruvellore,Tiruthani(Uzhavar Sandhai ) APMC,Mint(Pudina),4000,4000,4000
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Ashgourd,2500,3000,2750
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Green Chilli,5000,5000,5000
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Coconut,6000,6000,6000
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ) APMC,Thondekai,4000,4000,4000
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Green Chilli,4000,4000,4000
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Banana - Green,4000,4000,4000
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Tomato,2500,2500,2500
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ) APMC,Thondekai,4000,4000,4000
Tamil Nadu,Thiruvellore,Naravarikuppam(Uzhavar Sandhai ) APMC,Water Melon,1200,1200,1200
